ann_term	sum	annotation
PF00954	3766	S-locus glycoprotein domain
PF00955	885	HCO3- transporter family
PF00956	304	Nucleosome assembly protein (NAP)
PF00957	651	Synaptobrevin
PF00958	57	GMP synthase C terminal domain
PF00959	0	Phage lysozyme
PF00961	6	LAGLIDADG endonuclease
PF00962	210	Adenosine/AMP deaminase
PF00967	188	Barwin family
PF00970	255	Oxidoreductase FAD-binding domain
PF00977	128	Histidine biosynthesis protein
PF00982	516	Glycosyltransferase family 20
PF00984	203	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF00986	62	DNA gyrase B subunit, carboxyl terminus
PF00988	82	Carbamoyl-phosphate synthase small chain, CPSase domain
PF00989	544	PAS fold
PF00990	15	Diguanylate cyclase, GGDEF domain
PF00994	174	Probable molybdopterin binding domain
PF00995	378	Sec1 family
PF00996	310	GDP dissociation inhibitor
PF00999	1871	Sodium/hydrogen exchanger family
PF01000	183	RNA polymerase Rpb3/RpoA insert domain
PF01003	1	Flavivirus capsid protein C
PF01008	319	Initiation factor 2 subunit family
PF01010	37	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF01011	46	PQQ enzyme repeat
PF01012	111	Electron transfer flavoprotein domain
PF01014	112	Uricase
PF01015	131	Ribosomal S3Ae family
PF01016	133	Ribosomal L27 protein
PF01018	183	GTP1/OBG
PF01019	163	Gamma-glutamyltranspeptidase
PF01020	167	Ribosomal L40e family
PF01025	207	GrpE
PF01026	140	TatD related DNase
PF01027	327	Inhibitor of apoptosis-promoting Bax1
PF01028	82	Eukaryotic DNA topoisomerase I, catalytic core
PF01029	106	NusB family
PF01031	750	Dynamin central region
PF01032	1	FecCD transport family
PF01034	0	Syndecan domain
PF01035	1	6-O-methylguanine DNA methyltransferase, DNA binding domain
PF01037	1	Lrp/AsnC ligand binding domain
PF01039	213	Carboxyl transferase domain
PF01040	589	UbiA prenyltransferase family
PF01041	0	DegT/DnrJ/EryC1/StrS aminotransferase family
PF01042	168	Endoribonuclease L-PSP
PF01043	108	SecA preprotein cross-linking domain
PF01047	1	MarR family
PF01048	266	Phosphorylase superfamily
PF01051	11	Initiator Replication protein
PF01053	244	Cys/Met metabolism PLP-dependent enzyme
PF01055	374	Glycosyl hydrolases family 31
PF01056	2	Myc amino-terminal region
PF01058	202	NADH ubiquinone oxidoreductase, 20 Kd subunit
PF01059	1	NADH-ubiquinone oxidoreductase chain 4, amino terminus
PF01061	3830	ABC-2 type transporter
PF01062	63	Bestrophin, RFP-TM, chloride channel
PF01063	487	Amino-transferase class IV
PF01066	287	CDP-alcohol phosphatidyltransferase
PF01067	64	Calpain large subunit, domain III
PF01068	197	ATP dependent DNA ligase domain
PF01070	288	FMN-dependent dehydrogenase
PF01071	68	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01073	379	3-beta hydroxysteroid dehydrogenase/isomerase family
PF01074	265	Glycosyl hydrolases family 38 N-terminal domain
PF01075	12	Glycosyltransferase family 9 (heptosyltransferase)
PF01076	1	Plasmid recombination enzyme
PF01077	245	Nitrite and sulphite reductase 4Fe-4S domain
PF01078	121	Magnesium chelatase, subunit ChlI
PF01080	117	Presenilin
PF01081	45	KDPG and KHG aldolase
PF01082	0	Copper type II ascorbate-dependent monooxygenase, N-terminal domain
PF01084	104	Ribosomal protein S18
PF01086	177	Clathrin light chain
PF01087	56	Galactose-1-phosphate uridyl transferase, N-terminal domain
PF01088	162	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01090	133	Ribosomal protein S19e
PF01092	149	Ribosomal protein S6e
PF01094	1234	Receptor family ligand binding region
PF01095	3338	Pectinesterase
PF01096	283	Transcription factor S-II (TFIIS)
PF01097	3	Arthropod defensin
PF01098	2	Cell cycle protein
PF01103	282	Omp85 superfamily domain
PF01105	507	emp24/gp25L/p24 family/GOLD
PF01106	386	NifU-like domain
PF01107	48	Viral movement protein (MP)
PF01111	87	Cyclin-dependent kinase regulatory subunit
PF01112	265	Asparaginase
PF01113	142	Dihydrodipicolinate reductase, N-terminus
PF01115	55	F-actin capping protein, beta subunit
PF01116	56	Fructose-bisphosphate aldolase class-II
PF01117	18	Aerolysin toxin
PF01118	121	Semialdehyde dehydrogenase, NAD binding domain
PF01119	167	DNA mismatch repair protein, C-terminal domain
PF01120	119	Alpha-L-fucosidase
PF01121	86	Dephospho-CoA kinase
PF01124	62	MAPEG family
PF01125	109	G10 protein
PF01126	134	Heme oxygenase
PF01127	36	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
PF01128	59	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF01131	189	DNA topoisomerase
PF01132	117	Elongation factor P (EF-P) OB domain
PF01133	70	Enhancer of rudimentary
PF01134	66	Glucose inhibited division protein A
PF01135	96	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF01137	73	RNA 3'-terminal phosphate cyclase
PF01138	641	3' exoribonuclease family, domain 1
PF01139	0	tRNA-splicing ligase RtcB
PF01142	63	tRNA pseudouridine synthase D (TruD)
PF01144	0	Coenzyme A transferase
PF01145	799	SPFH domain / Band 7 family
PF01148	182	Cytidylyltransferase family
PF01149	71	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF01150	383	GDA1/CD39 (nucleoside phosphatase) family
PF01151	202	GNS1/SUR4 family
PF01152	63	Bacterial-like globin
PF01154	103	Hydroxymethylglutaryl-coenzyme A synthase N terminal
PF01156	362	Inosine-uridine preferring nucleoside hydrolase
PF01157	122	Ribosomal protein L21e
PF01158	167	Ribosomal protein L36e
PF01159	159	Ribosomal protein L6e
PF01161	565	Phosphatidylethanolamine-binding protein
PF01163	136	RIO1 family
PF01165	168	Ribosomal protein S21
PF01167	512	Tub family
PF01168	109	Alanine racemase, N-terminal domain
PF01169	501	Uncharacterized protein family UPF0016
PF01170	63	Putative RNA methylase family UPF0020
PF01171	121	PP-loop family
PF01172	58	Shwachman-Bodian-Diamond syndrome (SBDS) protein
PF01174	66	SNO glutamine amidotransferase family
PF01175	0	Urocanase Rossmann-like domain
PF01176	258	Translation initiation factor 1A / IF-1
PF01177	79	Asp/Glu/Hydantoin racemase
PF01179	442	Copper amine oxidase, enzyme domain
PF01180	129	Dihydroorotate dehydrogenase
PF01182	185	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF01183	1	Glycosyl hydrolases family 25
PF01184	0	GPR1/FUN34/yaaH family
PF01187	182	Macrophage migration inhibitory factor (MIF)
PF01189	481	16S rRNA methyltransferase RsmB/F
PF01190	1353	Pollen protein Ole e 1 like
PF01191	211	RNA polymerase Rpb5, C-terminal domain
PF01192	82	RNA polymerase Rpb6
PF01193	189	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF01194	69	RNA polymerases N / 8 kDa subunit
PF01195	208	Peptidyl-tRNA hydrolase
PF01196	137	Ribosomal protein L17
PF01197	59	Ribosomal protein L31
PF01198	138	Ribosomal protein L31e
PF01199	175	Ribosomal protein L34e
PF01200	129	Ribosomal protein S28e
PF01201	208	Ribosomal protein S8e
PF01202	260	Shikimate kinase
PF01204	92	Trehalase
PF01205	57	Uncharacterized protein family UPF0029
PF01206	0	Sulfurtransferase TusA
PF01207	241	Dihydrouridine synthase (Dus)
PF01208	124	Uroporphyrinogen decarboxylase (URO-D)
PF01209	119	ubiE/COQ5 methyltransferase family
PF01210	243	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
PF01212	88	Beta-eliminating lyase
PF01213	41	Adenylate cyclase associated (CAP) N terminal
PF01214	162	Casein kinase II regulatory subunit
PF01215	97	Cytochrome c oxidase subunit Vb
PF01217	590	Clathrin adaptor complex small chain
PF01218	73	Coproporphyrinogen III oxidase
PF01220	2	Dehydroquinase class II
PF01221	463	Dynein light chain type 1
PF01222	134	Ergosterol biosynthesis ERG4/ERG24 family
PF01225	77	Mur ligase family, catalytic domain
PF01226	0	Formate/nitrite transporter
PF01227	150	GTP cyclohydrolase I
PF01229	1	Glycosyl hydrolases family 39
PF01230	268	HIT domain
PF01232	2	Mannitol dehydrogenase Rossmann domain
PF01233	91	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain
PF01237	439	Oxysterol-binding protein
PF01238	112	Phosphomannose isomerase type I
PF01239	671	Protein prenyltransferase alpha subunit repeat
PF01241	113	Photosystem I psaG / psaK
PF01242	1	6-pyruvoyl tetrahydropterin synthase
PF01243	77	Pyridoxamine 5'-phosphate oxidase
PF01245	127	Ribosomal protein L19
PF01246	214	Ribosomal protein L24e
PF01247	147	Ribosomal protein L35Ae
PF01248	624	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
PF01249	125	Ribosomal protein S21e
PF01250	177	Ribosomal protein S6
PF01251	141	Ribosomal protein S7e
PF01253	335	Translation initiation factor SUI1
PF01255	277	Putative undecaprenyl diphosphate synthase
PF01256	57	Carbohydrate kinase
PF01257	58	Thioredoxin-like [2Fe-2S] ferredoxin
PF01258	1	Prokaryotic dksA/traR C4-type zinc finger
PF01259	65	SAICAR synthetase
PF01261	40	Xylose isomerase-like TIM barrel
PF01262	0	Alanine dehydrogenase/PNT, C-terminal domain
PF01263	637	Aldose 1-epimerase
PF01264	79	Chorismate synthase
PF01266	465	FAD dependent oxidoreductase
PF01267	65	F-actin capping protein alpha subunit
PF01268	64	Formate--tetrahydrofolate ligase
PF01269	117	Fibrillarin
PF01272	2	Transcription elongation factor, GreA/GreB, C-term
PF01273	107	LBP / BPI / CETP family, N-terminal domain
PF01274	68	Malate synthase
PF01276	84	Orn/Lys/Arg decarboxylase, major domain
PF01277	366	Oleosin
PF01280	161	Ribosomal protein L19e
PF01281	116	Ribosomal protein L9, N-terminal domain
PF01282	139	Ribosomal protein S24e
PF01283	134	Ribosomal protein S26e
PF01287	192	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
PF01288	68	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)
PF01293	147	Phosphoenolpyruvate carboxykinase
PF01294	144	Ribosomal protein L13e
PF01295	0	Adenylate cyclase, class-I
PF01300	119	Telomere recombination
PF01301	1051	Glycosyl hydrolases family 35
PF01302	117	CAP-Gly domain
PF01311	1	Bacterial export proteins, family 1
PF01312	1	FlhB HrpN YscU SpaS Family
PF01315	219	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain
PF01321	120	Creatinase/Prolidase N-terminal domain
PF01323	68	DSBA-like thioredoxin domain
PF01326	297	Pyruvate phosphate dikinase, AMP/ATP-binding domain
PF01327	127	Polypeptide deformylase
PF01329	114	Pterin 4 alpha carbinolamine dehydratase
PF01331	108	mRNA capping enzyme, catalytic domain
PF01333	136	Apocytochrome F, C-terminal
PF01336	649	OB-fold nucleic acid binding domain
PF01339	1	CheB methylesterase
PF01342	45	SAND domain
PF01343	134	Peptidase family S49
PF01344	3734	Kelch motif
PF01348	275	Type II intron maturase
PF01351	58	Ribonuclease HII
PF01357	1960	Expansin C-terminal domain
PF01359	3	Transposase (partial DDE domain)
PF01363	834	FYVE zinc finger
PF01365	2	RIH domain
PF01367	101	5'-3' exonuclease, C-terminal SAM fold
PF01368	0	DHH family
PF01369	368	Sec7 domain
PF01370	2224	NAD dependent epimerase/dehydratase family
PF01373	532	Glycosyl hydrolase family 14
PF01379	66	Porphobilinogen deaminase, dipyromethane cofactor binding domain
PF01380	199	SIS domain
PF01381	135	Helix-turn-helix
PF01384	82	Phosphate transporter family
PF01386	76	Ribosomal L25p family
PF01388	554	ARID/BRIGHT DNA binding domain
PF01389	1	OmpA-like transmembrane domain
PF01391	14	Collagen triple helix repeat (20 copies)
PF01393	2	Chromo shadow domain
PF01394	230	Clathrin propeller repeat
PF01396	110	Topoisomerase DNA binding C4 zinc finger
PF01397	2016	Terpene synthase, N-terminal domain
PF01398	731	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
PF01399	1019	PCI domain
PF01405	31	Photosystem II reaction centre T protein
PF01406	158	tRNA synthetases class I (C) catalytic domain
PF01408	260	Oxidoreductase family, NAD-binding Rossmann fold
PF01409	136	tRNA synthetases class II core domain (F)
PF01411	194	tRNA synthetases class II (A)
PF01412	834	Putative GTPase activating protein for Arf
PF01416	422	tRNA pseudouridine synthase
PF01417	357	ENTH domain
PF01419	1590	Jacalin-like lectin domain
PF01422	1012	NF-X1 type zinc finger
PF01423	1206	LSM domain
PF01424	265	R3H domain
PF01425	752	Amidase
PF01426	908	BAH domain
PF01428	833	AN1-like Zinc finger
PF01429	731	Methyl-CpG binding domain
PF01430	1	Hsp33 protein
PF01431	0	Peptidase family M13
PF01432	232	Peptidase family M3
PF01433	315	Peptidase family M1 domain
PF01434	683	Peptidase family M41
PF01435	223	Peptidase family M48
PF01436	213	NHL repeat
PF01439	182	Metallothionein
PF01440	0	Geminivirus AL2 protein
PF01442	5	Apolipoprotein A1/A4/E domain
PF01446	1	Replication protein
PF01448	55	ELM2 domain
PF01450	163	Acetohydroxy acid isomeroreductase, catalytic domain
PF01451	66	Low molecular weight phosphotyrosine protein phosphatase
PF01453	4991	D-mannose binding lectin
PF01454	62	MAGE family
PF01457	77	Leishmanolysin
PF01458	129	SUF system FeS cluster assembly, SufBD
PF01459	463	Eukaryotic porin
PF01464	60	Transglycosylase SLT domain
PF01465	59	GRIP domain
PF01466	735	Skp1 family, dimerisation domain
PF01467	533	Cytidylyltransferase-like
PF01470	109	Pyroglutamyl peptidase
PF01471	443	Putative peptidoglycan binding domain
PF01472	179	PUA domain
PF01474	214	Class-II DAHP synthetase family
PF01475	1	Ferric uptake regulator family
PF01476	1328	LysM domain
PF01477	794	PLAT/LH2 domain
PF01478	0	Type IV leader peptidase family
PF01479	696	S4 domain
PF01480	206	PWI domain
PF01485	1827	IBR domain, a half RING-finger domain
PF01486	1955	K-box region
PF01487	184	Type I 3-dehydroquinase
PF01488	259	Shikimate / quinate 5-dehydrogenase
PF01490	3078	Transmembrane amino acid transporter protein
PF01491	56	Frataxin-like domain
PF01493	127	GXGXG motif
PF01494	922	FAD binding domain
PF01496	191	V-type ATPase 116kDa subunit family
PF01497	1	Periplasmic binding protein
PF01498	6	Transposase
PF01501	1996	Glycosyl transferase family 8
PF01502	72	Phosphoribosyl-AMP cyclohydrolase
PF01503	63	Phosphoribosyl-ATP pyrophosphohydrolase
PF01504	804	Phosphatidylinositol-4-phosphate 5-Kinase
PF01505	6	Major Vault Protein repeat domain
PF01507	176	Phosphoadenosine phosphosulfate reductase family
PF01509	132	TruB family pseudouridylate synthase (N terminal domain)
PF01510	0	N-acetylmuramoyl-L-alanine amidase
PF01512	60	Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF01513	220	ATP-NAD kinase
PF01514	1	Secretory protein of YscJ/FliF family
PF01515	2	Phosphate acetyl/butaryl transferase
PF01521	207	Iron-sulphur cluster biosynthesis
PF01523	3	Putative modulator of DNA gyrase
PF01529	1288	DHHC palmitoyltransferase
PF01532	291	Glycosyl hydrolase family 47
PF01535	86662	PPR repeat
PF01536	222	Adenosylmethionine decarboxylase
PF01541	141	GIY-YIG catalytic domain
PF01544	360	CorA-like Mg2+ transporter protein
PF01545	671	Cation efflux family
PF01546	737	Peptidase family M20/M25/M40
PF01549	94	ShK domain-like
PF01551	3	Peptidase family M23
PF01553	1178	Acyltransferase
PF01554	5497	MatE
PF01556	1070	DnaJ C terminal domain
PF01557	136	Fumarylacetoacetate (FAA) hydrolase family
PF01559	22	Zein seed storage protein
PF01564	345	Spermine/spermidine synthase domain
PF01565	2199	FAD binding domain
PF01566	422	Natural resistance-associated macrophage protein
PF01568	0	Molydopterin dinucleotide binding domain
PF01569	475	PAP2 superfamily
PF01571	107	Aminomethyltransferase folate-binding domain
PF01575	122	MaoC like domain
PF01576	0	Myosin tail
PF01578	119	Cytochrome C assembly protein
PF01581	0	FMRFamide related peptide family
PF01582	5520	TIR domain
PF01583	155	Adenylylsulphate kinase
PF01585	830	G-patch domain
PF01588	184	Putative tRNA binding domain
PF01590	489	GAF domain
PF01591	71	6-phosphofructo-2-kinase
PF01592	90	NifU-like N terminal domain
PF01593	1192	Flavin containing amine oxidoreductase
PF01594	40	AI-2E family transporter
PF01595	413	Cyclin M transmembrane N-terminal domain
PF01596	471	O-methyltransferase
PF01597	191	Glycine cleavage H-protein
PF01599	127	Ribosomal protein S27a
PF01602	662	Adaptin N terminal region
PF01603	492	Protein phosphatase 2A regulatory B subunit (B56 family)
PF01609	0	Transposase DDE domain
PF01612	795	3'-5' exonuclease
PF01613	0	Flavin reductase like domain
PF01614	2	Bacterial transcriptional regulator
PF01618	1	MotA/TolQ/ExbB proton channel family
PF01619	90	Proline dehydrogenase
PF01620	13	Ribonuclease (pollen allergen)
PF01623	5	Carlavirus putative nucleic acid binding protein
PF01624	269	MutS domain I
PF01625	211	Peptide methionine sulfoxide reductase
PF01627	381	Hpt domain
PF01628	1	HrcA protein C terminal domain
PF01632	108	Ribosomal protein L35
PF01633	199	Choline/ethanolamine kinase
PF01634	72	ATP phosphoribosyltransferase
PF01636	204	Phosphotransferase enzyme family
PF01641	206	SelR domain
PF01643	294	Acyl-ACP thioesterase
PF01645	139	Conserved region in glutamate synthase
PF01648	117	4'-phosphopantetheinyl transferase superfamily
PF01649	54	Ribosomal protein S20
PF01650	332	Peptidase C13 family
PF01652	194	Eukaryotic initiation factor 4E
PF01653	1	NAD-dependent DNA ligase adenylation domain
PF01655	152	Ribosomal protein L32
PF01656	51	CobQ/CobB/MinD/ParA nucleotide binding domain
PF01657	6550	Salt stress response/antifungal
PF01658	91	Myo-inositol-1-phosphate synthase
PF01661	204	Macro domain
PF01663	221	Type I phosphodiesterase / nucleotide pyrophosphatase
PF01667	144	Ribosomal protein S27
PF01676	145	Metalloenzyme superfamily
PF01678	120	Diaminopimelate epimerase
PF01679	230	Proteolipid membrane potential modulator
PF01680	146	SOR/SNZ family
PF01683	3	EB module
PF01687	92	Riboflavin kinase
PF01693	114	Caulimovirus viroplasmin
PF01694	841	Rhomboid family
PF01695	3	IstB-like ATP binding protein
PF01697	347	Glycosyltransferase family 92
PF01698	54	Floricaula / Leafy protein SAM domain
PF01699	1461	Sodium/calcium exchanger protein
PF01701	59	Photosystem I reaction centre subunit IX / PsaJ
PF01702	109	Queuine tRNA-ribosyltransferase
PF01704	316	UTP--glucose-1-phosphate uridylyltransferase
PF01706	1	FliG C-terminal domain
PF01709	59	Transcriptional regulator
PF01712	74	Deoxynucleoside kinase
PF01713	126	Smr domain
PF01715	683	IPP transferase
PF01716	83	Manganese-stabilising protein / photosystem II polypeptide
PF01717	163	Cobalamin-independent synthase, Catalytic domain
PF01722	211	BolA-like protein
PF01725	63	Ham1 family
PF01728	228	FtsJ-like methyltransferase
PF01729	58	Quinolinate phosphoribosyl transferase, C-terminal domain
PF01730	60	UreF
PF01733	342	Nucleoside transporter
PF01734	997	Patatin-like phospholipase
PF01737	38	YCF9
PF01738	409	Dienelactone hydrolase family
