ann_term	sum	annotation
PF09077	3	Mu B transposition protein, C terminal
PF09078	80	CheY binding
PF09084	78	NMT1/THI5 like
PF09106	80	Elongation factor SelB, winged helix
PF09107	80	Elongation factor SelB, winged helix
PF09115	78	DNA polymerase III, delta subunit, C terminal
PF09134	437	Invasin, domain 3
PF09140	19	ATPase MipZ
PF09143	8	AvrPphF-ORF-2
PF09157	81	Pseudouridine synthase II TruB, C-terminal
PF09160	154	FimH, mannose binding
PF09163	160	Formate dehydrogenase N, transmembrane
PF09179	79	TilS substrate binding domain
PF09186	80	Domain of unknown function (DUF1949)
PF09190	80	DALR domain
PF09204	2	Bacterial self-protective colicin-like immunity
PF09209	81	Domain of unknown function (DUF1956)
PF09217	7	Restriction endonuclease EcoRII, N-terminal
PF09223	79	ZinT (YodA) periplasmic lipocalin-like zinc-recruitment
PF09234	1	Domain of unknown function (DUF1963)
PF09261	55	Alpha mannosidase middle domain
PF09274	3	ParG
PF09278	96	MerR, DNA binding
PF09285	161	Elongation factor P, C-terminal
PF09290	70	Prokaryotic acetaldehyde dehydrogenase, dimerisation
PF09297	79	NADH pyrophosphatase zinc ribbon domain
PF09299	15	Mu transposase, C-terminal
PF09306	8	Bacteriophage, scaffolding protein
PF09312	79	SurA N-terminal domain
PF09313	82	Domain of unknown function (DUF1971)
PF09314	3	Domain of unknown function (DUF1972)
PF09317	79	Domain of unknown function (DUF1974)
PF09327	285	Domain of unknown function (DUF1983)
PF09330	80	D-lactate dehydrogenase, membrane binding
PF09334	81	tRNA synthetases class I (M)
PF09335	642	SNARE associated Golgi protein
PF09339	492	IclR helix-turn-helix domain
PF09344	47	CT1975-like protein
PF09350	80	Domain of unknown function (DUF1992)
PF09369	21	Domain of unknown function (DUF1998)
PF09371	80	Tex-like protein N-terminal domain
PF09374	3	Predicted Peptidoglycan domain
PF09375	78	Imelysin
PF09378	2	HAS barrel domain
PF09381	77	Outer membrane protein G (OmpG)
PF09382	79	RQC domain
PF09383	80	NIL domain
PF09392	36	Type III secretion needle MxiH, YscF, SsaG, EprI, PscF, EscF
PF09397	80	Ftsk gamma domain
PF09400	80	Protein of unknown function (DUF2002)
PF09414	17	RNA ligase
PF09456	80	RcsC Alpha-Beta-Loop (ABL)
PF09480	52	Type III secretion system protein PrgH-EprH (PrgH)
PF09481	49	CRISPR-associated protein Cse1 (CRISPR_cse1)
PF09482	41	Bacterial type III secretion apparatus protein (OrgA_MxiK)
PF09485	48	CRISPR-associated protein Cse2 (CRISPR_cse2)
PF09500	80	Putative thioesterase (yiiD_Cterm)
PF09509	1	Protein of unknown function (Hypoth_ymh)
PF09516	1	CfrBI restriction endonuclease
PF09524	2	Conserved phage C-terminus (Phg_2220_C)
PF09526	80	Probable metal-binding protein (DUF2387)
PF09583	80	Phage shock protein G (Phageshock_PspG)
PF09584	81	Phage shock protein PspD (Phageshock_PspD)
PF09588	99	YqaJ-like viral recombinase domain
PF09600	81	Cyd operon protein YbgE (Cyd_oper_YbgE)
PF09601	2	Protein of unknown function (DUF2459)
PF09604	77	F subunit of K+-transporting ATPase (Potass_KdpF)
PF09611	10	CRISPR-associated protein (Cas_Csy1)
PF09612	30	Bacterial protein of unknown function (HtrL_YibB)
PF09614	3	CRISPR-associated protein (Cas_Csy2)
PF09615	10	CRISPR-associated protein (Cas_Csy3)
PF09618	10	CRISPR-associated protein (Cas_Csy4)
PF09619	79	Type III secretion system lipoprotein chaperone (YscW)
PF09621	15	Type III secretion system regulator (LcrR)
PF09646	14	Gp37 protein
PF09665	9	Type II restriction endonuclease (RE_Alw26IDE)
PF09669	108	Phage regulatory protein Rha (Phage_pRha)
PF09673	37	Type-F conjugative transfer system pilin assembly protein
PF09676	41	Type IV conjugative transfer system lipoprotein (TraV)
PF09677	31	Type-F conjugative transfer system protein (TrbI_Ftype)
PF09679	31	Type-F conjugative transfer system pilin chaperone (TraQ)
PF09684	107	Phage tail protein (Tail_P2_I)
PF09686	5	Plasmid protein of unknown function (Plasmid_RAQPRD)
PF09691	89	Type II secretion system pilotin lipoprotein (PulS_OutS)
PF09695	147	Bacterial protein of unknown function (YtfJ_HI0045)
PF09699	80	Doubled CXXCH motif (Paired_CXXCH_1)
PF09704	49	CRISPR-associated protein (Cas_Cas5)
PF09707	50	CRISPR-associated protein (Cas_Cas2CT1978)
PF09718	270	Lambda phage tail tape-measure protein (Tape_meas_lam_C)
PF09722	2	Protein of unknown function (DUF2384)
PF09823	1	Domain of unknown function (DUF2357)
PF09829	79	Uncharacterized protein conserved in bacteria (DUF2057)
PF09831	80	Uncharacterized protein conserved in bacteria (DUF2058)
PF09838	81	Uncharacterized protein conserved in bacteria (DUF2065)
PF09850	86	Type VI secretion system protein DotU
PF09857	23	Putative toxin of bacterial toxin-antitoxin pair
PF09863	1	Uncharacterized protein conserved in bacteria (DUF2090)
PF09864	81	Membrane-bound lysozyme-inhibitor of c-type lysozyme
PF09889	1	Uncharacterized protein containing a Zn-ribbon (DUF2116)
PF09904	2	Winged helix-turn helix
PF09906	80	Uncharacterized protein conserved in bacteria (DUF2135)
PF09907	54	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system
PF09909	78	Uncharacterized protein conserved in bacteria (DUF2138)
PF09926	76	Uncharacterized small protein (DUF2158)
PF09937	12	Uncharacterized protein conserved in bacteria (DUF2169)
PF09938	75	Uncharacterized protein conserved in bacteria (DUF2170)
PF09950	7	Uncharacterized protein conserved in bacteria (DUF2184)
PF09954	2	Uncharacterized protein conserved in bacteria (DUF2188)
PF09956	61	Uncharacterized conserved protein (DUF2190)
PF09957	1	Bacterial antitoxin of type II TA system, VapB
PF09972	65	Predicted membrane protein (DUF2207)
PF09976	80	Tetratricopeptide repeat-like domain
PF09979	7	Uncharacterized protein conserved in bacteria (DUF2213)
PF09982	13	Uncharacterized protein conserved in bacteria (DUF2219)
PF09983	1	Uncharacterized protein conserved in bacteria C-term(DUF2220)
PF09984	80	Uncharacterised signal transduction histidine kinase domain (DUF2222)
PF09992	79	Phosphodiester glycosidase
PF09994	24	Uncharacterized alpha/beta hydrolase domain (DUF2235)
PF09997	82	Predicted membrane protein (DUF2238)
PF10011	26	Predicted membrane protein (DUF2254)
PF10043	80	Predicted periplasmic lipoprotein (DUF2279)
PF10045	1	Uncharacterized conserved protein (DUF2280)
PF10054	10	Predicted periplasmic lipoprotein (DUF2291)
PF10056	1	Uncharacterized conserved protein (DUF2293)
PF10062	148	Predicted secreted protein (DUF2300)
PF10065	67	Uncharacterized conserved protein (DUF2303)
PF10076	30	Uncharacterised protein conserved in bacteria (DUF2313)
PF10077	16	Uncharacterized protein conserved in bacteria (DUF2314)
PF10080	14	Predicted membrane protein (DUF2318)
PF10097	6	Predicted membrane protein (DUF2335)
PF10101	18	Predicted membrane protein (DUF2339)
PF10106	43	Uncharacterized protein conserved in bacteria (DUF2345)
PF10109	101	Phage tail assembly chaperone proteins, E, or 41 or 14
PF10111	1	Glycosyltransferase like family 2
PF10114	16	Sensory domain found in PocR
PF10117	28	McrBC 5-methylcytosine restriction system component
PF10122	4	Mu-like prophage protein Com
PF10123	4	Mu-like prophage I protein
PF10124	35	Mu-like prophage major head subunit gpT
PF10127	25	Predicted nucleotidyltransferase
PF10134	2	Replication initiator protein A
PF10135	96	Rod binding protein
PF10137	5	Predicted nucleotide-binding protein containing TIR-like domain
PF10138	10	vWA found in TerF C terminus
PF10144	37	Bacterial virulence factor haemolysin
PF10145	115	Phage-related minor tail protein
PF10150	161	Ribonuclease E/G family
PF10263	88	SprT-like family
PF10282	113	Lactonase, 7-bladed beta-propeller
PF10369	80	Small subunit of acetolactate synthase
PF10371	80	Domain of unknown function
PF10385	80	RNA polymerase beta subunit external 1 domain
PF10386	3	Protein of unknown function (DUF2441)
PF10387	1	Protein of unknown function (DUF2442)
PF10396	80	GTP-binding protein TrmE N-terminus
PF10410	81	DnaB-helicase binding domain of primase
PF10411	85	Disulfide bond isomerase protein N-terminus
PF10412	49	Type IV secretion-system coupling protein DNA-binding domain
PF10414	80	Sirohaem synthase dimerisation region
PF10415	163	Fumarase C C-terminus
PF10417	81	C-terminal domain of 1-Cys peroxiredoxin
PF10418	1	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B
PF10423	80	Bacterial AMP nucleoside phosphorylase N-terminus
PF10431	411	C-terminal, D2-small domain, of ClpB protein
PF10437	37	Bacterial lipoate protein ligase C-terminus
PF10458	80	Valyl tRNA synthetase tRNA binding arm
PF10462	9	Peptidase M66
PF10473	2	Leucine-rich repeats of kinetochore protein Cenp-F/LEK1
PF10502	87	Signal peptidase, peptidase S26
PF10509	81	Galactokinase galactose-binding signature
PF10517	1	Electron transfer DM13
PF10518	8	TAT (twin-arginine translocation) pathway signal sequence
PF10531	374	SLBB domain
PF10543	43	ORF6N domain
PF10544	14	T5orf172 domain
PF10546	3	P63C domain
PF10547	68	P22_AR N-terminal domain
PF10548	77	P22AR C-terminal domain
PF10549	90	ORF11CD3 domain
PF10554	133	Ash protein family
PF10555	79	Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1
PF10569	2	Alpha-macro-globulin thiol-ester bond-forming region
PF10576	159	Iron-sulfur binding domain of endonuclease III
PF10588	79	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10589	79	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF10590	80	Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF10592	5	AIPR protein
PF10593	1	Z1 domain
PF10604	3	Polyketide cyclase / dehydrase and lipid transport
PF10609	81	NUBPL iron-transfer P-loop NTPase
PF10610	79	Thin aggregative fimbriae synthesis protein
PF10614	78	Type VIII secretion system (T8SS), CsgF protein
PF10618	24	Phage tail tube protein
PF10623	11	Plasmid conjugative transfer protein PilI
PF10624	24	Plasmid conjugative transfer entry exclusion protein TraS
PF10625	80	Universal stress protein B (UspB)
PF10627	78	Curli assembly protein CsgE
PF10634	14	Fe2+ transport protein
PF10636	80	Hemin uptake protein hemP
PF10662	153	Ethanolamine utilisation - propanediol utilisation
PF10670	16	Domain of unknown function (DUF4198)
PF10671	18	Toxin co-regulated pilus biosynthesis protein Q
PF10672	157	S-adenosylmethionine-dependent methyltransferase
PF10678	80	Protein of unknown function (DUF2492)
PF10679	80	Protein of unknown function (DUF2491)
PF10684	80	Putative biofilm-dependent modulation protein
PF10685	289	Stress-induced bacterial acidophilic repeat motif
PF10688	80	Bacterial inner membrane protein
PF10689	80	Protein of unknown function (DUF2496)
PF10692	81	Protein of unknown function (DUF2498)
PF10694	80	Protein of unknown function (DUF2500)
PF10696	80	Protein of unknown function (DUF2501)
PF10697	160	Protein of unknown function (DUF2502)
PF10706	1	Aminoglycoside-2''-adenylyltransferase
PF10707	81	PhoP regulatory network protein YrbL
PF10709	89	Protein of unknown function (DUF2511)
PF10711	3	Hypothetical protein (DUF2513)
PF10713	79	Protein of unknown function (DUF2509)
PF10721	47	Protein of unknown function (DUF2514)
PF10722	80	Putative bacterial sensory transduction regulator
PF10723	62	Replication regulatory protein RepB
PF10725	81	Protein of unknown function (DUF2517)
PF10729	79	Cell division activator CedA
PF10733	80	Protein of unknown function (DUF2525)
PF10734	4	Protein of unknown function (DUF2523)
PF10735	79	Protein of unknown function (DUF2526)
PF10736	80	Protein of unknown function (DUF2627)
PF10743	45	Regulatory phage protein cox
PF10748	79	Protein of unknown function (DUF2531)
PF10749	80	Protein of unknown function (DUF2534)
PF10753	175	Toxin GhoT_OrtT
PF10754	79	Protein of unknown function (DUF2569)
PF10757	80	Biofilm formation regulator YbaJ
PF10758	1	Protein of unknown function (DUF2586)
PF10761	1	Protein of unknown function (DUF2590)
PF10762	80	Protein of unknown function (DUF2583)
PF10765	33	Protein of unknown function (DUF2591)
PF10766	81	Multidrug efflux pump-associated protein AcrZ
PF10767	80	Protein of unknown function (DUF2593)
PF10769	79	Protein of unknown function (DUF2594)
PF10772	1	Protein of unknown function (DUF2597)
PF10777	79	Inner membrane protein YlaC
PF10781	80	Dextransucrase DSRB
PF10784	70	Plasmid stability protein
PF10796	80	Sigma-S stabilisation anti-adaptor protein
PF10797	72	Protein of unknown function
PF10798	164	Biofilm development protein YmgB/AriR
PF10799	80	Biofilm formation protein (YliH/bssR)
PF10800	39	Protein of unknown function (DUF2528)
PF10805	3	Protein of unknown function (DUF2730)
PF10807	80	Protein of unknown function (DUF2541)
PF10808	80	Protein of unknown function (DUF2542)
PF10809	51	Protein of unknown function (DUF2732)
PF10810	79	Protein of unknown function (DUF2545)
PF10820	80	Protein of unknown function (DUF2543)
PF10828	39	Protein of unknown function (DUF2570)
PF10829	79	Protein of unknown function (DUF2554)
PF10831	80	Protein of unknown function (DUF2556)
PF10832	80	Protein of unknown function (DUF2559)
PF10834	19	Protein of unknown function (DUF2560)
PF10836	80	Protein of unknown function (DUF2574)
PF10837	77	Protein of unknown function (DUF2575)
PF10840	109	Protein of unknown function (DUF2645)
PF10848	77	Protein of unknown function (DUF2655)
PF10872	4	Protein of unknown function (DUF2740)
PF10881	58	Protein of unknown function (DUF2726)
PF10885	80	Protein of unknown function (DUF2684)
PF10887	88	Protein of unknown function (DUF2686)
PF10892	1	Protein of unknown function (DUF2688)
PF10893	22	Protein of unknown function (DUF2724)
PF10894	32	Protein of unknown function (DUF2689)
PF10897	51	Protein of unknown function (DUF2713)
PF10899	1	Putative abortive phage resistance protein AbiGi, antitoxin
PF10923	4	P-loop Domain of unknown function (DUF2791)
PF10926	4	Protein of unknown function (DUF2800)
PF10928	80	Protein of unknown function (DUF2810)
PF10930	25	Protein of unknown function (DUF2737)
PF10938	91	YfdX protein
PF10940	4	Protein of unknown function (DUF2618)
PF10941	72	Protein of unknown function DUF2620
PF10945	78	Cellulose biosynthesis protein BcsR
PF10946	16	Protein of unknown function DUF2625
PF10947	32	Protein of unknown function (DUF2628)
PF10948	25	Protein of unknown function (DUF2635)
PF10951	78	Protein of unknown function (DUF2776)
PF10953	80	Protein of unknown function (DUF2754)
PF10954	80	Protein of unknown function (DUF2755)
PF10956	79	Protein of unknown function (DUF2756)
PF10963	1	Phage tail assembly chaperone
PF10964	80	Protein of unknown function (DUF2766)
PF10965	80	Protein of unknown function (DUF2767)
PF10968	78	Protein of unknown function (DUF2770)
PF10971	117	Protein of unknown function (DUF2773)
PF10973	79	Protein of unknown function (DUF2799)
PF10979	15	Protein of unknown function (DUF2786)
PF10980	14	Protein of unknown function (DUF2787)
PF10991	4	Protein of unknown function (DUF2815)
PF10995	74	GGDEF I-site like or GIL domain
PF11019	5	Protein of unknown function (DUF2608)
PF11036	80	Virulence promoting factor
PF11039	32	Protein of unknown function (DUF2824)
PF11041	7	Protein of unknown function (DUF2612)
PF11043	29	Protein of unknown function (DUF2856)
PF11045	80	Putative inner membrane protein of Enterobacteriaceae
PF11046	80	Transcriptional repressor of hyc and hyp operons
PF11058	20	Antirestriction protein Ral
PF11066	80	Protein of unknown function (DUF2867)
PF11072	18	Protein of unknown function (DUF2859)
PF11076	81	Putative inner membrane protein YbhQ
PF11080	160	Endoribonuclease GhoS
PF11100	28	Conjugal transfer protein TrbE
PF11101	80	Protein of unknown function (DUF2884)
PF11102	127	Group 4 capsule polysaccharide lipoprotein gfcB, YjbF
PF11106	75	Exopolysaccharide production protein YjbE
PF11112	9	Pyocin activator protein PrtN
PF11115	81	Protein of unknown function (DUF2623)
PF11119	76	Protein of unknown function (DUF2633)
PF11120	79	Cellulose biosynthesis protein BcsF
PF11127	78	Protein of unknown function (DUF2892)
PF11130	43	F pilus assembly Type-IV secretion system for plasmid transfer
PF11134	19	Phage stabilisation protein
PF11140	1	Protein of unknown function (DUF2913)
PF11143	82	Protein of unknown function (DUF2919)
PF11153	38	Protein of unknown function (DUF2931)
PF11183	80	Polymyxin resistance protein PmrD
PF11185	7	Protein of unknown function (DUF2971)
PF11190	5	Protein of unknown function (DUF2976)
PF11195	4	Protein of unknown function (DUF2829)
PF11198	8	Protein of unknown function (DUF2857)
PF11202	18	Phosphoribosyl transferase (PRTase)
PF11225	7	Protein of unknown function (DUF3024)
PF11230	73	Protein of unknown function (DUF3029)
PF11236	2	Protein of unknown function (DUF3037)
PF11245	79	Protein of unknown function (DUF2544)
PF11254	80	Protein of unknown function (DUF3053)
PF11284	5	Protein of unknown function (DUF3085)
PF11300	11	Protein of unknown function (DUF3102)
PF11319	54	Type VI secretion system VasI, EvfG, VC_A0118
PF11340	1	Protein of unknown function (DUF3142)
PF11348	5	Protein of unknown function (DUF3150)
PF11356	109	Type II secretion system protein C
PF11363	2	Protein of unknown function (DUF3164)
PF11367	79	Protein of unknown function (DUF3168)
PF11380	1	Stealth protein CR2, conserved region 2
PF11392	183	Protein of unknown function (DUF2877)
PF11393	11	Type-IV b secretion system, inner-membrane complex component
PF11398	80	Protein of unknown function (DUF2813)
PF11412	84	Disulphide bond corrector protein DsbC
PF11423	7	Regulatory protein Mnt
PF11426	2	Tn7 transposition regulator TnsC
PF11429	2	Colicin D
PF11438	15	36-mer N-terminal peptide of the N protein (N36)
PF11439	15	Type III secretion system filament chaperone CesA
PF11444	5	Protein of unknown function (DUF2895)
PF11459	13	Transcriptional regulator, AbiEi antitoxin, Type IV TA system
PF11471	171	Maltoporin periplasmic N-terminal extension
PF11495	6	Archaeal transcriptional regulator TrmB
PF11504	10	Colicin Ia
PF11563	52	Protoglobin
PF11570	1	Coiled-coil receptor-binding R-domain of colicin E2
PF11575	80	FhuF 2Fe-2S C-terminal domain
PF11604	97	Copper binding periplasmic protein CusF
PF11612	90	Type II secretion system (T2SS), protein J
PF11622	138	Protein of unknown function (DUF3251)
PF11638	78	DnaA N-terminal domain
PF11646	1	Protein of unknown function DUF3258
PF11650	19	P22 tail accessory factor
PF11651	32	P22 coat protein - gene protein 5
PF11656	80	YjbD family (DUF3811)
PF11657	2	Transcriptional activator TraM
PF11658	77	Cellulose biosynthesis protein BcsG
PF11659	14	Protein of unknown function (DUF3261)
PF11660	5	Protein of unknown function (DUF3262)
PF11663	73	Toxin with endonuclease activity, of toxin-antitoxin system
PF11666	16	Protein of unknown function (DUF2933)
PF11672	1	zinc-finger-containing domain
PF11681	7	Protein of unknown function (DUF3277)
PF11682	247	Probable zinc-ribbon
PF11692	48	Protein of unknown function (DUF3289)
PF11700	2	Vacuole effluxer Atg22 like
PF11726	249	Inovirus Gp2
PF11734	79	TilS substrate C-terminal domain
PF11737	80	Protein of unknown function (DUF3300)
PF11738	1	Protein of unknown function (DUF3298)
PF11739	77	Dicarboxylate transport
PF11740	8	Plasmid replication region DNA-binding N-term
PF11741	80	AMIN domain
PF11742	133	Protein of unknown function (DUF3302)
PF11745	33	Protein of unknown function (DUF3304)
PF11756	80	Nitrous oxide-stimulated promoter
PF11762	80	L-arabinose isomerase C-terminal domain
PF11769	79	Protein of unknown function (DUF3313)
PF11775	2	Cobalamin biosynthesis protein CobT VWA domain
PF11776	79	Nickel/cobalt transporter regulator
PF11791	80	Aconitate B N-terminal domain
PF11794	20	4-hydroxyphenylacetate 3-hydroxylase N terminal
PF11798	161	IMS family HHH motif
PF11799	182	impB/mucB/samB family C-terminal domain
PF11806	101	Domain of unknown function (DUF3327)
PF11808	80	Domain of unknown function (DUF3329)
PF11809	19	Domain of unknown function (DUF3330)
PF11818	80	C-terminal domain of tail specific protease (DUF3340)
PF11823	79	Protein of unknown function (DUF3343)
PF11842	79	Domain of unknown function (DUF3362)
PF11843	4	Protein of unknown function (DUF3363)
PF11862	80	Domain of unknown function (DUF3382)
PF11863	14	Protein of unknown function (DUF3383)
PF11867	21	Domain of unknown function (DUF3387)
PF11870	78	Domain of unknown function (DUF3390)
PF11873	80	Domain of unknown function (DUF3393)
PF11890	80	Domain of unknown function (DUF3410)
PF11892	80	Domain of unknown function (DUF3412)
PF11893	80	Domain of unknown function (DUF3413)
PF11898	80	Domain of unknown function (DUF3418)
PF11903	2	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF11920	5	Protein of unknown function (DUF3438)
PF11922	252	Domain of unknown function (DUF3440)
PF11924	276	Inverse autotransporter, beta-domain
PF11939	81	[NiFe]-hydrogenase assembly, chaperone, HybE
PF11940	80	Domain of unknown function (DUF3458) Ig-like fold
PF11941	80	Domain of unknown function (DUF3459)
PF11944	80	Protein of unknown function (DUF3461)
PF11967	80	Recombination protein O N terminal
PF11974	79	Alpha-2-macroglobulin MG1 domain
PF11975	185	Family 4 glycosyl hydrolase C-terminal domain
PF11985	16	Protein of unknown function (DUF3486)
PF11987	82	Translation-initiation factor 2
PF11990	5	Protein of unknown function (DUF3487)
PF11996	13	Protein of unknown function (DUF3491)
PF12002	80	MgsA AAA+ ATPase C terminal
PF12008	14	Type I restriction and modification enzyme - subunit R C terminal
PF12019	100	Type II transport protein GspH
PF12034	38	Domain of unknown function (DUF3520)
PF12083	42	Domain of unknown function (DUF3560)
PF12084	79	Protein of unknown function (DUF3561)
PF12101	5	Protein of unknown function (DUF3577)
PF12102	3	Domain of unknown function (DUF3578)
PF12105	80	SpoU, rRNA methylase, C-terminal
PF12111	79	Polyribonucleotide phosphorylase C terminal
PF12116	2	Stage III sporulation protein D
PF12120	1	Rifampin ADP-ribosyl transferase
PF12122	81	Cytoplasmic N-terminal domain of rhomboid serine protease
PF12137	80	RNA polymerase recycling family C-terminal
PF12146	287	Serine aminopeptidase, S33
PF12147	65	Putative methyltransferase
PF12158	67	Protein of unknown function (DUF3592)
PF12161	90	HsdM N-terminal domain
PF12167	103	Arm DNA-binding domain
PF12168	80	DNA polymerase III subunits tau domain IV DnaB-binding
PF12169	80	DNA polymerase III subunits gamma and tau domain III
PF12170	80	DNA polymerase III tau subunit V interacting with alpha
PF12183	1	Restriction endonuclease NotI
PF12217	13	Catalytic beta propeller domain of bacteriophage endosialidase
PF12218	13	N terminal extension of bacteriophage endosialidase
PF12219	13	Catalytic domain of bacteriophage endosialidase
PF12221	80	Bacterial membrane protein N terminal
PF12236	14	Bacteriophage head to tail connecting protein
PF12244	3	Protein of unknown function (DUF3606)
PF12245	126	Bacterial Ig-like domain (group 3)
PF12293	11	Putative outer membrane core complex of type IVb secretion
PF12320	80	Type 5 capsule protein repressor C-terminal domain
PF12323	149	Helix-turn-helix domain
PF12324	1	Helix-turn-helix domain of alkylmercury lyase
PF12327	80	FtsZ family, C-terminal domain
PF12343	81	Cold shock protein DEAD box A
PF12344	81	Ultra-violet resistance protein B
PF12358	8	Protein of unknown function (DUF3644)
PF12368	79	Rhodanase C-terminal
PF12390	80	Selenocysteine synthase N terminal
PF12392	79	Collagenase
PF12393	3	Dr family adhesin
PF12399	161	Branched-chain amino acid ATP-binding cassette transporter
PF12404	80	Peptidase
PF12408	6	Ribose-5-phosphate isomerase
PF12419	1	SNF2 Helicase protein
PF12421	260	Fibronectin type III protein
PF12431	79	Transcriptional regulator
PF12445	42	Flagellin protein
PF12450	38	von Willebrand factor
PF12462	80	DNA helicase IV / RNA helicase N terminal
PF12464	148	Maltose acetyltransferase
PF12476	1	Protein of unknown function (DUF3696)
PF12477	30	Sex factor F TraW protein N terminal
PF12482	3	Phage integrase protein
PF12486	97	Type VI secretion system, EvfB, or VasL
PF12500	19	TRSP domain C terminus to PRTase_2
PF12528	79	Type II secretion prepilin peptidase dependent protein C
PF12532	1	Protein of unknown function (DUF3732)
PF12535	1	Hydrolase of X-linked nucleoside diphosphate N terminal
PF12557	80	Cob(I)alamin adenosyltransferase N terminal
PF12566	80	Protein of unknown function (DUF3748)
PF12568	80	Acetyltransferase (GNAT) domain
PF12571	86	Phage tail-collar fibre protein
PF12592	80	Protein of unknown function (DUF3763)
PF12602	54	Fertility inhibition protein N terminal
PF12604	1	Tail fibre protein gp37 C terminal
PF12615	37	F sex factor protein N terminal
PF12626	80	Polymerase A arginine-rich C-terminus
PF12627	161	Probable RNA and SrmB- binding site of polymerase A
PF12631	80	MnmE helical domain
PF12633	80	Adenylate cyclase NT domain
PF12635	1	Protein of unknown function (DUF3780)
PF12639	44	DNase/tRNase domain of colicin-like bacteriocin
PF12651	1	Ribbon-helix-helix domain
PF12674	11	Putative zinc ribbon domain
PF12684	31	PDDEXK-like domain of unknown function (DUF3799)
PF12686	3	Protein of unknown function (DUF3800)
PF12693	111	GspL periplasmic domain
PF12696	15	TraM recognition site of TraD and TraG
PF12697	181	Alpha/beta hydrolase family
PF12698	321	ABC-2 family transporter protein
PF12704	264	MacB-like periplasmic core domain
PF12705	80	PD-(D/E)XK nuclease superfamily
PF12706	245	Beta-lactamase superfamily domain
PF12708	2	Pectate lyase superfamily protein
PF12710	161	haloacid dehalogenase-like hydrolase
PF12724	80	Flavodoxin domain
PF12728	79	Helix-turn-helix domain
PF12729	1	Four helix bundle sensory module for signal transduction
PF12759	59	InsA C-terminal domain
PF12769	80	4TM region of pyridine nucleotide transhydrogenase, mitoch
PF12790	85	Type VI secretion lipoprotein, VasD, EvfM, TssJ, VC_A0113
PF12792	376	CSS motif domain associated with EAL
PF12793	158	Sugar transport-related sRNA regulator N-term
PF12794	161	Mechanosensitive ion channel inner membrane domain 1
PF12795	161	Mechanosensitive ion channel porin domain
PF12796	90	Ankyrin repeats (3 copies)
PF12798	134	4Fe-4S binding domain
PF12800	649	4Fe-4S binding domain
PF12801	316	4Fe-4S binding domain
PF12802	1	MarR family
PF12804	238	MobA-like NTP transferase domain
PF12805	160	FUSC-like inner membrane protein yccS
PF12821	80	Threonine/Serine exporter, ThrE
PF12822	62	ECF transporter, substrate-specific component
PF12826	81	Helix-hairpin-helix motif
PF12831	96	FAD dependent oxidoreductase
PF12832	88	MFS_1 like family
PF12833	2241	Helix-turn-helix domain
PF12834	11	Phage integrase, N-terminal
PF12835	10	Integrase
PF12836	162	Helix-hairpin-helix motif
PF12838	407	4Fe-4S dicluster domain
PF12840	46	Helix-turn-helix domain
PF12843	80	Putative quorum-sensing-regulated virulence factor
PF12844	12	Helix-turn-helix domain
PF12846	5	AAA-like domain
PF12848	321	ABC transporter
PF12849	139	PBP superfamily domain
PF12850	159	Calcineurin-like phosphoesterase superfamily domain
PF12852	79	Cupin
PF12857	80	TOBE-like domain
PF12869	2	tRNA_anti-like
PF12883	232	Protein of unknown function (DUF3828)
PF12889	55	Protein of unknown function (DUF3829)
PF12911	477	N-terminal TM domain of oligopeptide transport permease C
PF12918	16	TcdB toxin N-terminal helical domain
PF12919	21	TcdA/TcdB catalytic glycosyltransferase domain
PF12951	161	Passenger-associated-transport-repeat
PF12961	10	Domain of Unknown Function with PDB structure (DUF3850)
PF12974	78	ABC transporter, phosphonate, periplasmic substrate-binding protein
PF13005	367	zinc-finger binding domain of transposase IS66
PF13006	87	Insertion element 4 transposase N-terminal
PF13007	364	Transposase C of IS166 homeodomain
PF13018	287	Extended Signal Peptide of Type V secretion system
PF13020	4	Domain of unknown function (DUF3883)
PF13023	81	HD domain
PF13036	79	Peptidoglycan-synthase activator LpoB
PF13064	69	Protein of unknown function (DUF3927)
PF13085	163	2Fe-2S iron-sulfur cluster binding domain
PF13086	42	AAA domain
PF13087	64	AAA domain
PF13088	24	BNR repeat-like domain
PF13089	80	Polyphosphate kinase N-terminal domain
PF13090	80	Polyphosphate kinase C-terminal domain
PF13091	702	PLD-like domain
PF13098	189	Thioredoxin-like domain
PF13099	81	Domain of unknown function (DUF3944)
PF13102	15	Phage integrase SAM-like domain
PF13108	12	Protein of unknown function (DUF3969)
PF13116	82	Protein of unknown function
PF13117	13	Cag pathogenicity island protein Cag12
PF13132	167	Domain of unknown function (DUF3950)
PF13144	96	Chaperone for flagella basal body P-ring formation
PF13145	80	PPIC-type PPIASE domain
PF13148	85	Protein of unknown function (DUF3987)
PF13155	84	Toprim-like
PF13163	7	Protein of unknown function (DUF3999)
PF13166	14	AAA domain
PF13167	81	GTP-binding GTPase N-terminal
